idx,AirQualityStation,img_path,Month,Altitude,s5p_path,rural,rural-nearcity,rural-regional,suburban,urban,background,industrial,traffic,tavg,prcp,wspd,pres,tsun,co,so2,pm10,o3,no2
266,STA_PL0236A_265,STA_PL0236A/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,4,353.0,STA_PL0236A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.9,58.0,30.5,1024.1,7080.0,0.5134711041044776,10.45758135707951,32.50454545045455,52.48452799601493,15.860267235238808
267,STA_PL0236A_266,STA_PL0236A/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,6,353.0,STA_PL0236A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.1,102.0,25.8,1016.2,12420.0,0.4081187478164116,6.324120442047353,31.048750959291784,71.17014116222222,12.337214718888893
268,STA_PL0236A_267,STA_PL0236A/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,6,353.0,STA_PL0236A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.1,102.0,25.8,1016.2,12420.0,0.4081187478164116,6.324120442047353,29.67333333033333,71.17014116222222,12.337214718888893
269,STA_PL0236A_268,STA_PL0236A/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,11,353.0,STA_PL0236A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.7,146.0,20.2,1019.2,8820.0,0.307554950934449,5.567109690319889,15.291037633614629,50.85342585109875,10.818490803816156
270,STA_PL0236A_269,STA_PL0236A/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,11,353.0,STA_PL0236A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.7,146.0,20.2,1019.2,8820.0,0.307554950934449,5.567109690319889,17.50384615153846,50.85342585109875,10.818490803816156
271,STA_PL0236A_270,STA_PL0236A/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,12,353.0,STA_PL0236A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.2,66.0,26.0,1017.8,10380.0,0.3922167469892473,7.851644033741588,23.93343657304582,45.33394089616935,13.721036878091398
272,STA_PL0236A_271,STA_PL0236A/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,12,353.0,STA_PL0236A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.2,66.0,26.0,1017.8,10380.0,0.3922167469892473,7.851644033741588,21.1839999964,45.33394089616935,13.721036878091398
273,STA_PL0236A_272,STA_PL0236A/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,14,353.0,STA_PL0236A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-2.2,175.0,28.0,1016.8,2880.0,0.4563485338356164,10.520783168064517,21.624541192903227,45.30018089639785,15.199885977553764
274,STA_PL0236A_273,STA_PL0236A/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,14,353.0,STA_PL0236A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-2.2,175.0,28.0,1016.8,2880.0,0.4563485338356164,10.520783168064517,22.839999996666663,45.30018089639785,15.199885977553764
275,STA_ES1640A_274,STA_ES1640A/S2B_MSIL2A_20201227T111359_N0214_R137_T30STG_20201227T131730.npy,4,68.0,STA_ES1640A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.2,0.5,9.8,1024.3,15420.0,0.5247677224736048,4.171212121212121,19.26315789473684,55.131024096385545,23.63650075414781
276,STA_ES1640A_275,STA_ES1640A/S2B_MSIL2A_20201227T111359_N0214_R137_T30STG_20201227T131730.npy,6,68.0,STA_ES1640A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.2,76.0,12.1,1013.9,16200.0,0.353358273381295,3.3694083694083696,17.095238095238095,77.24961715160796,21.89048991354467
277,STA_ES1640A_276,STA_ES1640A/S2B_MSIL2A_20201227T111359_N0214_R137_T30STG_20201227T131730.npy,7,68.0,STA_ES1640A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.8,0.0,12.7,1014.0,22080.0,0.2522985074626865,3.249318801089918,25.0,75.3799185888738,17.366847826086957
278,STA_ES1640A_277,STA_ES1640A/S2B_MSIL2A_20201227T111359_N0214_R137_T30STG_20201227T131730.npy,8,68.0,STA_ES1640A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,23.9,0.0,13.2,1014.7,23940.0,0.233914205344585,3.721518987341772,17.3,73.29775280898876,11.417489421720733
279,STA_ES1640A_278,STA_ES1640A/S2B_MSIL2A_20201227T111359_N0214_R137_T30STG_20201227T131730.npy,9,68.0,STA_ES1640A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,26.8,0.0,13.3,1013.3,21300.0,0.2529864498644986,3.7951482479784366,26.1,77.01759133964818,8.554054054054054
280,STA_ES1640A_279,STA_ES1640A/S2B_MSIL2A_20201227T111359_N0214_R137_T30STG_20201227T131730.npy,10,68.0,STA_ES1640A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,28.3,0.0,11.4,1014.3,23040.0,0.3528964577656676,4.920980926430517,25.545454545454547,76.61527967257844,10.633514986376024
281,STA_ES1640A_280,STA_ES1640A/S2B_MSIL2A_20201227T111359_N0214_R137_T30STG_20201227T131730.npy,11,68.0,STA_ES1640A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,25.6,3.0,11.1,1016.2,17280.0,0.459067892503536,5.343178621659634,28.4,75.76544943820225,13.708860759493673
282,STA_ES1640A_281,STA_ES1640A/S2B_MSIL2A_20201227T111359_N0214_R137_T30STG_20201227T131730.npy,12,68.0,STA_ES1640A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.8,8.0,9.2,1017.3,16980.0,0.4320030165912519,6.247606019151847,28.3,55.99588477366255,19.04904632152589
283,STA_ES1640A_282,STA_ES1640A/S2B_MSIL2A_20201227T111359_N0214_R137_T30STG_20201227T131730.npy,13,68.0,STA_ES1640A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.8,62.0,12.2,1016.4,9540.0,0.3025848787446505,5.998583569405099,16.4,46.00175131348512,18.083451202263085
284,STA_ES1640A_283,STA_ES1640A/S2B_MSIL2A_20201227T111359_N0214_R137_T30STG_20201227T131730.npy,14,68.0,STA_ES1640A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,83.0,12.9,1020.4,11400.0,0.2234384,5.598648648648648,15.6,43.441428571428574,18.170500676589988
285,STA_ES1268A_284,STA_ES1268A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,3,267.0,STA_ES1268A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.6,233.0,7.9,1024.1,6300.0,0.4794466936302294,8.238866396761134,13.64237287960452,44.979757085020246,37.35762483130904
286,STA_ES1268A_285,STA_ES1268A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,4,267.0,STA_ES1268A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.6,51.0,7.0,1023.8,11580.0,0.4999850074662668,11.050974512743627,15.863173651302397,50.71214392803599,43.33433283358321
287,STA_ES1268A_286,STA_ES1268A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,6,267.0,STA_ES1268A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,79.0,8.1,1012.5,10920.0,0.5479218967782427,5.103207810320781,12.167692304125875,73.84797768479777,22.0557880055788
288,STA_ES1268A_287,STA_ES1268A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,7,267.0,STA_ES1268A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.8,57.0,7.8,1018.5,13740.0,0.4599185888195387,5.1383989145183175,17.656899002375532,66.89416553595657,21.40595399188092
289,STA_ES1268A_288,STA_ES1268A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,8,267.0,STA_ES1268A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,89.0,7.1,1016.0,7560.0,0.3900139275766017,4.183844011142061,27.5477744805638,60.899721448467965,17.901114206128135
290,STA_ES1268A_289,STA_ES1268A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,9,267.0,STA_ES1268A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.6,55.0,6.6,1016.6,10920.0,0.4263697705533063,3.4891891891891893,21.303042875186723,62.98920377867746,17.182186234817813
291,STA_ES1268A_290,STA_ES1268A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,10,267.0,STA_ES1268A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.8,52.0,6.1,1017.7,9660.0,0.4489673912907608,3.369565217391304,17.421668907752355,61.41847826086956,14.822493224932249
292,STA_ES1268A_291,STA_ES1268A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,11,267.0,STA_ES1268A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.9,56.0,7.0,1020.2,11460.0,0.4400576368443804,3.4438040345821324,18.37113996969697,58.36167146974064,19.96834532374101
293,STA_ES1268A_292,STA_ES1268A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,12,267.0,STA_ES1268A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.5,133.0,6.6,1016.2,7800.0,0.4113495276653171,4.9770580296896085,17.06612465976965,48.60323886639676,26.5822102425876
294,STA_ES1268A_293,STA_ES1268A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,13,267.0,STA_ES1268A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.5,365.0,11.9,1009.9,4020.0,0.4181538461538461,3.605890603085554,13.210799436774192,58.46218487394958,23.6027972027972
295,STA_ES1268A_294,STA_ES1268A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,14,267.0,STA_ES1268A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.6,158.0,9.6,1017.8,6240.0,0.5228706199191375,5.796221322537112,14.769674554363906,47.50742240215924,34.21832884097035
296,STA_ES1779A_295,STA_ES1779A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TWM_20200910T135152.npy,4,336.0,STA_ES1779A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.1,25.0,9.5,1025.5,12660.0,0.2884179104477612,1.5552238805970149,24.877279520463382,45.11940298507463,12.561194029850746
297,STA_ES1779A_296,STA_ES1779A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TWM_20200910T135152.npy,6,336.0,STA_ES1779A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.6,54.0,11.1,1012.7,12420.0,0.3029344729344729,1.9418803387179489,12.757834757834758,50.92706552699431,6.4099715058974365
298,STA_ES1779A_297,STA_ES1779A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TWM_20200910T135152.npy,7,336.0,STA_ES1779A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.4,34.0,9.9,1017.0,15480.0,0.3245528455284553,2.4647696475338754,12.66531165311653,66.5650406504065,4.625745256720867
299,STA_ES1779A_298,STA_ES1779A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TWM_20200910T135152.npy,8,336.0,STA_ES1779A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.7,28.0,12.3,1013.4,19140.0,0.3298743016759776,2.5768156424581004,23.528089887640448,71.76256983240224,5.034916201117318
300,STA_ES1779A_299,STA_ES1779A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TWM_20200910T135152.npy,9,336.0,STA_ES1779A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.6,43.0,10.4,1013.8,19920.0,0.3264016172506738,2.491913746630728,19.38223418573352,70.09703504043127,5.369272237196766
301,STA_ES1779A_300,STA_ES1779A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TWM_20200910T135152.npy,10,336.0,STA_ES1779A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.8,17.0,8.6,1015.5,19680.0,0.2982926829268292,1.8834688346883468,14.971467391304348,60.40650406504065,4.715447154471545
302,STA_ES1779A_301,STA_ES1779A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TWM_20200910T135152.npy,11,336.0,STA_ES1779A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.9,47.0,8.7,1019.1,15960.0,0.2857381615598885,1.4011142061281336,13.697350069735007,54.80222841225627,5.185236768802229
303,STA_ES1779A_302,STA_ES1779A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TWM_20200910T135152.npy,12,336.0,STA_ES1779A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.1,25.0,7.9,1016.6,11520.0,0.2739353099730458,1.018867924528302,14.712737127371271,40.91509433962264,6.6940700808625335
304,STA_ES1779A_303,STA_ES1779A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TWM_20200910T135152.npy,13,336.0,STA_ES1779A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.6,97.0,9.9,1010.4,5100.0,0.3148629148629149,2.295815295815296,9.4992784992785,36.78797996661102,7.448773448773449
305,STA_ES1740A_304,STA_ES1740A/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXN_20200806T131026.npy,3,455.0,STA_ES1740A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.7,145.0,15.1,1022.1,6420.0,0.6200542005420054,4.60840108401084,10.929292929292927,32.230352303523034,32.56233062330623
306,STA_ES1740A_305,STA_ES1740A/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXN_20200806T131026.npy,4,455.0,STA_ES1740A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.4,45.0,7.9,1025.4,12360.0,0.3468998410174881,2.9794628751974725,23.461406518010293,25.88235294117647,42.38950715421304
307,STA_ES1740A_306,STA_ES1740A/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXN_20200806T131026.npy,6,455.0,STA_ES1740A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11.1,82.0,11.8,1012.9,10260.0,0.2709039548022599,3.8347457627118646,13.073891625615763,54.30084745762712,26.802538787023977
308,STA_ES1740A_307,STA_ES1740A/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXN_20200806T131026.npy,7,455.0,STA_ES1740A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.2,90.0,14.6,1016.9,13260.0,0.2911845730027548,2.78099173553719,14.643153526970954,48.67355371900826,24.39944903581268
309,STA_ES1740A_308,STA_ES1740A/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXN_20200806T131026.npy,8,455.0,STA_ES1740A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.9,35.0,12.1,1013.9,16260.0,0.2902542372881356,2.772598870056497,19.59798270893372,33.9180790960452,24.244152046783626
310,STA_ES1740A_309,STA_ES1740A/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXN_20200806T131026.npy,10,455.0,STA_ES1740A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,22.9,11.0,12.4,1015.8,17880.0,0.5635006784260516,3.521031207598372,15.404371584699453,34.34387895460798,16.61989100817439
311,STA_ES1740A_310,STA_ES1740A/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXN_20200806T131026.npy,11,455.0,STA_ES1740A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.4,42.0,12.9,1018.9,15960.0,0.834691011235955,4.258426966292135,18.040902679830747,38.22612359550562,25.171348314606742
312,STA_ES1740A_311,STA_ES1740A/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXN_20200806T131026.npy,12,455.0,STA_ES1740A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.3,72.0,10.0,1016.6,9900.0,0.3273351648351648,2.8514442916093534,17.022727272727273,26.95604395604396,29.1510989010989
313,STA_ES1740A_312,STA_ES1740A/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXN_20200806T131026.npy,13,455.0,STA_ES1740A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.3,237.0,9.9,1010.1,3360.0,0.4572649572649572,3.719851576994434,11.396848137535816,23.71794871794872,30.33475783475784
314,STA_ES1740A_313,STA_ES1740A/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXN_20200806T131026.npy,14,455.0,STA_ES1740A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.2,86.0,10.7,1019.5,6240.0,0.5521145975443383,3.053206002728513,15.685006877579092,21.36971350613916,32.29740791268758
315,STA_ES1792A_314,STA_ES1792A/S2B_MSIL2A_20200221T110959_N0214_R137_T29SPB_20200221T132103.npy,3,31.0,STA_ES1792A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.1,30.0,9.3,1022.5,13800.0,0.7264417344173442,4.620567375886525,16.694688343387533,52.971583220568334,14.05163043478261
316,STA_ES1792A_315,STA_ES1792A/S2B_MSIL2A_20200221T110959_N0214_R137_T29SPB_20200221T132103.npy,4,31.0,STA_ES1792A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0,2.0,8.6,1024.4,14520.0,0.7841124998541668,2.9159021406727827,28.21083332912121,64.8539156626506,13.937972768532529
317,STA_ES1792A_316,STA_ES1792A/S2B_MSIL2A_20200221T110959_N0214_R137_T29SPB_20200221T132103.npy,6,31.0,STA_ES1792A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.2,44.0,12.4,1014.2,16500.0,0.629294434470377,4.173913043478261,17.87048882333799,82.42756680731364,12.864335664335664
318,STA_ES1792A_317,STA_ES1792A/S2B_MSIL2A_20200221T110959_N0214_R137_T29SPB_20200221T132103.npy,7,31.0,STA_ES1792A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,21.5,0.0,12.0,1014.8,23280.0,0.7773289719626167,6.172461752433936,27.298008126395665,83.22388059701493,16.034059945504087
319,STA_ES1792A_318,STA_ES1792A/S2B_MSIL2A_20200221T110959_N0214_R137_T29SPB_20200221T132103.npy,8,31.0,STA_ES1792A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,21.7,0.0,12.6,1015.5,23100.0,0.435520061728395,6.346368715083799,21.16790322222874,73.77731092436974,10.296503496503496
320,STA_ES1792A_319,STA_ES1792A/S2B_MSIL2A_20200221T110959_N0214_R137_T29SPB_20200221T132103.npy,9,31.0,STA_ES1792A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,24.6,0.0,12.1,1014.1,23820.0,0.3173929539295392,5.072727272727272,26.455142080094724,69.44925575101489,8.993243243243244
321,STA_ES1792A_320,STA_ES1792A/S2B_MSIL2A_20200221T110959_N0214_R137_T29SPB_20200221T132103.npy,10,31.0,STA_ES1792A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,26.7,0.5,11.4,1015.0,23160.0,0.4129688346883469,4.13531799729364,22.315250334695538,72.7945945945946,10.59078590785908
322,STA_ES1792A_321,STA_ES1792A/S2B_MSIL2A_20200221T110959_N0214_R137_T29SPB_20200221T132103.npy,11,31.0,STA_ES1792A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,23.9,7.0,10.1,1016.7,18300.0,0.5573071528751753,3.981792717086835,23.379592120421943,71.2156862745098,15.091164095371669
323,STA_ES1792A_322,STA_ES1792A/S2B_MSIL2A_20200221T110959_N0214_R137_T29SPB_20200221T132103.npy,12,31.0,STA_ES1792A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,19.8,16.0,9.5,1017.6,15600.0,0.6933651226158039,4.307588075880759,21.800408446943663,59.30978260869565,22.480926430517712
324,STA_ES1792A_323,STA_ES1792A/S2B_MSIL2A_20200221T110959_N0214_R137_T29SPB_20200221T132103.npy,13,31.0,STA_ES1792A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.4,32.0,11.8,1016.8,10620.0,0.7638114186851211,5.460893854748603,19.741396644106143,53.78321678321678,20.8463687150838
325,STA_ES1792A_324,STA_ES1792A/S2B_MSIL2A_20200221T110959_N0214_R137_T29SPB_20200221T132103.npy,14,31.0,STA_ES1792A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14.0,96.0,10.4,1020.3,10740.0,0.7963333333333332,4.214132762312634,21.204034184666668,47.75815217391305,23.31477516059957
326,STA_ES1901A_325,STA_ES1901A/S2A_MSIL2A_20200718T112121_N0214_R037_T29TNH_20200718T123331.npy,3,260.0,STA_ES1901A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.3,106.0,8.1,1024.2,8760.0,0.3039344262295081,4.92581967023224,20.2292749649658,43.328825136297816,29.11161202124317
327,STA_ES1901A_326,STA_ES1901A/S2A_MSIL2A_20200718T112121_N0214_R037_T29TNH_20200718T123331.npy,4,260.0,STA_ES1901A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.6,59.0,8.9,1024.4,9900.0,0.2869219219219219,4.286036034114114,27.980059969415294,56.86711711675676,30.08633633569069
328,STA_ES1901A_327,STA_ES1901A/S2A_MSIL2A_20200718T112121_N0214_R037_T29TNH_20200718T123331.npy,6,260.0,STA_ES1901A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.8,172.0,10.5,1012.9,10260.0,0.124311797752809,2.90421348125,16.87216783106294,74.42879213481741,15.84845505485955
329,STA_ES1901A_328,STA_ES1901A/S2A_MSIL2A_20200718T112121_N0214_R037_T29TNH_20200718T123331.npy,7,260.0,STA_ES1901A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.7,45.0,10.4,1017.8,17160.0,0.120570652173913,3.487635867839674,18.13179972863329,65.98736413035326,15.103940216046196
330,STA_ES1901A_329,STA_ES1901A/S2A_MSIL2A_20200718T112121_N0214_R037_T29TNH_20200718T123331.npy,8,260.0,STA_ES1901A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.6,58.0,9.4,1016.5,10320.0,0.1416970546984572,2.9204768568162693,15.532821227918994,55.104488078415145,13.607433378387096
331,STA_ES1901A_330,STA_ES1901A/S2A_MSIL2A_20200718T112121_N0214_R037_T29TNH_20200718T123331.npy,9,260.0,STA_ES1901A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.2,15.0,9.6,1016.6,16380.0,0.2085442176870748,2.9096598620816323,17.36807065160326,53.76648575297151,11.410340134285711
332,STA_ES1901A_331,STA_ES1901A/S2A_MSIL2A_20200718T112121_N0214_R037_T29TNH_20200718T123331.npy,10,260.0,STA_ES1901A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,65.0,9.3,1017.7,14700.0,0.2263458856345885,2.537238492189679,14.942896934958217,45.02329149221757,12.146164572942816
333,STA_ES1901A_332,STA_ES1901A/S2A_MSIL2A_20200718T112121_N0214_R037_T29TNH_20200718T123331.npy,11,260.0,STA_ES1901A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.7,60.0,9.5,1019.5,12960.0,0.1917655367231638,2.191807908997175,18.80461049219396,46.58799435009888,15.331214687881356
334,STA_ES1901A_333,STA_ES1901A/S2A_MSIL2A_20200718T112121_N0214_R037_T29TNH_20200718T123331.npy,12,260.0,STA_ES1901A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.6,234.0,9.8,1017.2,5760.0,0.1883195592286501,1.5154910094467495,15.39764542800554,44.99848275842759,16.12624309308011
