idx,AirQualityStation,img_path,s5p_path,Month,Altitude,rural,rural-nearcity,rural-regional,suburban,urban,background,industrial,traffic,o3,no2,pm10
2217,STA-XK0006A_2217,STA-XK0006A/S2A_MSIL2A_20200913T093041_N0214_R136_T34TDM_20200913T122841.npy,STA-XK0006A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,3,410,0,0,0,0,1,1,0,0,35.68048206623656,30.55857564042017,68.09021246934141
2218,STA-XK0006A_2218,STA-XK0006A/S2A_MSIL2A_20200913T093041_N0214_R136_T34TDM_20200913T122841.npy,STA-XK0006A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,4,410,0,0,0,0,1,1,0,0,54.73512645422619,19.35291867012945,41.969702883050594
2219,STA-XK0006A_2219,STA-XK0006A/S2A_MSIL2A_20200913T093041_N0214_R136_T34TDM_20200913T122841.npy,STA-XK0006A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,5,410,0,0,0,0,1,1,0,0,68.86036005033922,10.911693019170984,28.961744698008133
2220,STA-XK0006A_2220,STA-XK0006A/S2A_MSIL2A_20200913T093041_N0214_R136_T34TDM_20200913T122841.npy,STA-XK0006A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,6,410,0,0,0,0,1,1,0,0,71.55577598215278,11.294825979641027,26.076448482375003
2221,STA-XK0006A_2221,STA-XK0006A/S2A_MSIL2A_20200913T093041_N0214_R136_T34TDM_20200913T122841.npy,STA-XK0006A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,7,410,0,0,0,0,1,1,0,0,54.68064450686142,12.763202469811828,13.308598343145162
2222,STA-XK0006A_2222,STA-XK0006A/S2A_MSIL2A_20200913T093041_N0214_R136_T34TDM_20200913T122841.npy,STA-XK0006A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,8,410,0,0,0,0,1,1,0,0,63.06589088067257,9.935828905957448,13.738308809668412
2223,STA-XK0006A_2223,STA-XK0006A/S2A_MSIL2A_20200913T093041_N0214_R136_T34TDM_20200913T122841.npy,STA-XK0006A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,9,410,0,0,0,0,1,1,0,0,67.52576639775454,8.157170955169173,15.275341838104838
2224,STA-XK0006A_2224,STA-XK0006A/S2A_MSIL2A_20200913T093041_N0214_R136_T34TDM_20200913T122841.npy,STA-XK0006A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,10,410,0,0,0,0,1,1,0,0,75.88620386420486,10.569621781701246,16.90621830326613
2225,STA-XK0006A_2225,STA-XK0006A/S2A_MSIL2A_20200913T093041_N0214_R136_T34TDM_20200913T122841.npy,STA-XK0006A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,11,410,0,0,0,0,1,1,0,0,59.8717993161473,9.499490954450703,17.272838496777776
2226,STA-XK0006A_2226,STA-XK0006A/S2A_MSIL2A_20200913T093041_N0214_R136_T34TDM_20200913T122841.npy,STA-XK0006A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,12,410,0,0,0,0,1,1,0,0,41.58544070242075,17.18901132759113,30.08372964592992
2227,STA-XK0006A_2227,STA-XK0006A/S2A_MSIL2A_20200913T093041_N0214_R136_T34TDM_20200913T122841.npy,STA-XK0006A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,13,410,0,0,0,0,1,1,0,0,30.3343348975492,25.729488114767022,40.1695570265008
2228,STA-XK0006A_2228,STA-XK0006A/S2A_MSIL2A_20200913T093041_N0214_R136_T34TDM_20200913T122841.npy,STA-XK0006A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,14,410,0,0,0,0,1,1,0,0,29.12556539473685,30.09319646035088,58.678450265870445
2229,STA_PL0563A_2229,STA_PL0563A/S2A_MSIL2A_20200701T095031_N0214_R079_T34UDB_20200701T123557.npy,STA_PL0563A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0,245,0,0,0,1,0,1,0,0,40.71940700424528,23.48765498648248,45.18332420968537
2230,STA_PL0563A_2230,STA_PL0563A/S2A_MSIL2A_20200701T095031_N0214_R079_T34UDB_20200701T123557.npy,STA_PL0563A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1,245,0,0,0,1,0,1,0,0,29.03801418051064,20.69701280227596,50.34328631445698
2231,STA_PL0563A_2231,STA_PL0563A/S2A_MSIL2A_20200701T095031_N0214_R079_T34UDB_20200701T123557.npy,STA_PL0563A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,3,245,0,0,0,1,0,1,0,0,38.73425034017882,20.683288409703504,41.782125336730246
2232,STA_PL0563A_2232,STA_PL0563A/S2A_MSIL2A_20200701T095031_N0214_R079_T34UDB_20200701T123557.npy,STA_PL0563A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,4,245,0,0,0,1,0,1,0,0,41.25610319893239,23.783616692426584,46.38701562134375
2233,STA_PL0563A_2233,STA_PL0563A/S2A_MSIL2A_20200701T095031_N0214_R079_T34UDB_20200701T123557.npy,STA_PL0563A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,5,245,0,0,0,1,0,1,0,0,57.26822840042461,19.78492476057456,36.22327610520744
2234,STA_PL0563A_2234,STA_PL0563A/S2A_MSIL2A_20200701T095031_N0214_R079_T34UDB_20200701T123557.npy,STA_PL0563A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,6,245,0,0,0,1,0,1,0,0,69.38089260436541,18.49649368863955,35.66501960464706
2235,STA_PL0563A_2235,STA_PL0563A/S2A_MSIL2A_20200701T095031_N0214_R079_T34UDB_20200701T123557.npy,STA_PL0563A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,7,245,0,0,0,1,0,1,0,0,59.95006765529094,13.318548387096774,21.68265109537088
2236,STA_PL0563A_2236,STA_PL0563A/S2A_MSIL2A_20200701T095031_N0214_R079_T34UDB_20200701T123557.npy,STA_PL0563A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,8,245,0,0,0,1,0,1,0,0,81.93616133154381,8.682451253481894,23.13514851142857
2237,STA_PL0563A_2237,STA_PL0563A/S2A_MSIL2A_20200701T095031_N0214_R079_T34UDB_20200701T123557.npy,STA_PL0563A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,9,245,0,0,0,1,0,1,0,0,67.12294196653171,13.106756756756758,19.357994501909342
2238,STA_PL0563A_2238,STA_PL0563A/S2A_MSIL2A_20200701T095031_N0214_R079_T34UDB_20200701T123557.npy,STA_PL0563A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,10,245,0,0,0,1,0,1,0,0,64.92472972605405,13.946091644204852,20.916566754196182
2239,STA_PL0563A_2239,STA_PL0563A/S2A_MSIL2A_20200701T095031_N0214_R079_T34UDB_20200701T123557.npy,STA_PL0563A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,11,245,0,0,0,1,0,1,0,0,46.483411577214405,16.58359621451104,20.934992047058824
2240,STA_PL0563A_2240,STA_PL0563A/S2A_MSIL2A_20200701T095031_N0214_R079_T34UDB_20200701T123557.npy,STA_PL0563A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,12,245,0,0,0,1,0,1,0,0,30.561258737902097,23.08096590909091,36.6771086
2241,STA_PL0563A_2241,STA_PL0563A/S2A_MSIL2A_20200701T095031_N0214_R079_T34UDB_20200701T123557.npy,STA_PL0563A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,13,245,0,0,0,1,0,1,0,0,23.05402777408333,16.725,27.471027100413696
2242,STA_PL0563A_2242,STA_PL0563A/S2A_MSIL2A_20200701T095031_N0214_R079_T34UDB_20200701T123557.npy,STA_PL0563A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,14,245,0,0,0,1,0,1,0,0,27.139030951991924,21.06891891891892,36.567216212405405
2243,STA_ES1193A_2243,STA_ES1193A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1193A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0,645,0,0,0,1,0,1,0,0,44.59927026587838,24.715249662618085,11.231086657496562
2244,STA_ES1193A_2244,STA_ES1193A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1193A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1,645,0,0,0,1,0,1,0,0,37.82684797345885,23.02649930264993,9.335195530726256
2245,STA_ES1193A_2245,STA_ES1193A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1193A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,2,645,0,0,0,1,0,1,0,0,18.85071330167353,35.260162601626014,15.147896879240164
2246,STA_ES1193A_2246,STA_ES1193A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1193A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,3,645,0,0,0,1,0,1,0,0,30.232435719891743,37.25810810810811,14.85945945945946
2247,STA_ES1193A_2247,STA_ES1193A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1193A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,4,645,0,0,0,1,0,1,0,0,37.6486035992943,38.41141141141141,19.56410256410257
2248,STA_ES1193A_2248,STA_ES1193A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1193A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,5,645,0,0,0,1,0,1,0,0,63.65751358274456,21.56427604871448,12.94406548431105
2249,STA_ES1193A_2249,STA_ES1193A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1193A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,6,645,0,0,0,1,0,1,0,0,77.96069734601116,13.06415620641562,8.030985915492957
2250,STA_ES1193A_2250,STA_ES1193A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1193A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,7,645,0,0,0,1,0,1,0,0,79.74124323901351,10.880920162381596,8.324693042291951
2251,STA_ES1193A_2251,STA_ES1193A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1193A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,8,645,0,0,0,1,0,1,0,0,80.61998599028011,12.071428571428571,14.429172510518931
2252,STA_ES1193A_2252,STA_ES1193A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1193A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,9,645,0,0,0,1,0,1,0,0,88.37378561364993,13.313937753721245,20.311385459533607
2253,STA_ES1193A_2253,STA_ES1193A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1193A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,10,645,0,0,0,1,0,1,0,0,73.13662124933242,14.005434782608695,9.181198910081743
2254,STA_ES1193A_2254,STA_ES1193A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1193A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,11,645,0,0,0,1,0,1,0,0,59.50899017840113,20.582047685834503,13.196022727272728
2255,STA_ES1193A_2255,STA_ES1193A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1193A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,12,645,0,0,0,1,0,1,0,0,37.19829467579809,26.933151432469305,15.692307692307692
2256,STA_ES1193A_2256,STA_ES1193A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1193A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,13,645,0,0,0,1,0,1,0,0,46.12640735083451,11.884016973125885,6.724039829302988
2257,STA_ES1193A_2257,STA_ES1193A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1193A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,14,645,0,0,0,1,0,1,0,0,29.030458835991904,26.265498652291104,12.906882591093115
2258,STA_PL0031A_2258,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0,100,0,0,0,0,1,1,0,0,44.43320001184953,14.724129866846011,27.697553077656828
2259,STA_PL0031A_2259,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1,100,0,0,0,0,1,1,0,0,24.773368496555555,15.792587454648876,38.50105825762259
2260,STA_PL0031A_2260,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,2,100,0,0,0,0,1,1,0,0,26.97115533204301,11.01435889603261,25.87986513067204
2261,STA_PL0031A_2261,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,3,100,0,0,0,0,1,1,0,0,37.030554122271504,11.21290793375848,32.72008159288227
2262,STA_PL0031A_2262,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,4,100,0,0,0,0,1,1,0,0,38.49558392456846,14.527632065830815,34.440288865163694
2263,STA_PL0031A_2263,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,5,100,0,0,0,0,1,1,0,0,53.99114661771198,8.864238203144827,21.372594243365
2264,STA_PL0031A_2264,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,6,100,0,0,0,0,1,1,0,0,74.06566296852777,8.26798268756374,33.50150425009763
2265,STA_PL0031A_2265,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,7,100,0,0,0,0,1,1,0,0,56.67456330202957,9.94466129345946,16.359485535619946
2266,STA_PL0031A_2266,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,8,100,0,0,0,0,1,1,0,0,69.70603587079167,8.890585206994382,19.065442867941176
2267,STA_PL0031A_2267,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,9,100,0,0,0,0,1,1,0,0,57.2571922402957,10.567281646169295,14.889870402324323
2268,STA_PL0031A_2268,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,10,100,0,0,0,0,1,1,0,0,54.63858611991925,14.34185246588874,17.108310440874835
2269,STA_PL0031A_2269,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,11,100,0,0,0,0,1,1,0,0,37.98022257642957,14.417523091778714,17.29106179213184
2270,STA_PL0031A_2270,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,12,100,0,0,0,0,1,1,0,0,27.57393048017473,18.100001290844688,24.75149171907133
2271,STA_PL0031A_2271,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,13,100,0,0,0,0,1,1,0,0,21.418324232708333,14.138110334633804,24.95875170278321
2272,STA_PL0031A_2272,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,14,100,0,0,0,0,1,1,0,0,25.178193759690863,15.580696399822887,24.4039915555242
2273,STA_PL0031A_2273,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,15,100,0,0,0,0,1,1,0,0,18.92923877871795,15.415433607356947,28.10537785349057
2274,STA_PL0031A_2274,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,17,100,0,0,0,0,1,1,0,0,59.26085153405023,12.894772818371775,27.780242837970228
2275,STA_PL0031A_2275,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,21,100,0,0,0,0,1,1,0,0,58.08079210606183,9.08310472278607,14.7848207111186
2276,STA_PL0031A_2276,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,22,100,0,0,0,0,1,1,0,0,66.30499601782257,9.619754201203566,17.528999943077956
2277,STA_PL0031A_2277,STA_PL0031A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0031A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,23,100,0,0,0,0,1,1,0,0,50.442304801625,13.387724819068046,18.96517413896792
2278,STA-BETR001_2278,STA-BETR001/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR001/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0,20,0,0,0,0,1,1,0,0,24.44542974079127,41.191518467852255,23.0137741046832
2279,STA-BETR001_2279,STA-BETR001/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR001/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1,20,0,0,0,0,1,1,0,0,17.20550847457627,39.27857142857143,21.02974504249292
2280,STA-BETR001_2280,STA-BETR001/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR001/l3_mean_monthly_europe_2018_2020_005dg.netcdf,2,20,0,0,0,0,1,1,0,0,24.068801089918257,34.38904109589041,16.983641536273115
2281,STA-BETR001_2281,STA-BETR001/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR001/l3_mean_monthly_europe_2018_2020_005dg.netcdf,3,20,0,0,0,0,1,1,0,0,24.294398907103822,38.64305364511692,17.987716763005782
2282,STA-BETR001_2282,STA-BETR001/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR001/l3_mean_monthly_europe_2018_2020_005dg.netcdf,4,20,0,0,0,0,1,1,0,0,23.25339366515837,49.27507598784194,23.69633507853403
2283,STA-BETR001_2283,STA-BETR001/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR001/l3_mean_monthly_europe_2018_2020_005dg.netcdf,5,20,0,0,0,0,1,1,0,0,48.70257966616085,31.372252747252748,23.147495361781075
2284,STA-BETR001_2284,STA-BETR001/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR001/l3_mean_monthly_europe_2018_2020_005dg.netcdf,6,20,0,0,0,0,1,1,0,0,57.68424753867792,35.85227272727273,29.084615384615383
2285,STA-BETR001_2285,STA-BETR001/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR001/l3_mean_monthly_europe_2018_2020_005dg.netcdf,7,20,0,0,0,0,1,1,0,0,55.6614010989011,32.3830242510699,20.6844262295082
2286,STA-BETR001_2286,STA-BETR001/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR001/l3_mean_monthly_europe_2018_2020_005dg.netcdf,8,20,0,0,0,0,1,1,0,0,62.26657263751763,26.302127659574467,19.119350282485875
2287,STA-BETR001_2287,STA-BETR001/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR001/l3_mean_monthly_europe_2018_2020_005dg.netcdf,9,20,0,0,0,0,1,1,0,0,61.87107776261937,22.24068965517241,18.554621848739497
2288,STA-BETR001_2288,STA-BETR001/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR001/l3_mean_monthly_europe_2018_2020_005dg.netcdf,10,20,0,0,0,0,1,1,0,0,54.05054644808743,20.72395023328149,18.89567233384853
2289,STA-BETR001_2289,STA-BETR001/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR001/l3_mean_monthly_europe_2018_2020_005dg.netcdf,11,20,0,0,0,0,1,1,0,0,39.40225035161744,25.96720116618076,15.191582002902758
2290,STA-BETR001_2290,STA-BETR001/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR001/l3_mean_monthly_europe_2018_2020_005dg.netcdf,12,20,0,0,0,0,1,1,0,0,31.96725784447476,25.084478021978025,14.721985815602835
2291,STA-BETR001_2291,STA-BETR001/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR001/l3_mean_monthly_europe_2018_2020_005dg.netcdf,13,20,0,0,0,0,1,1,0,0,22.564084507042253,32.176803394625175,16.498565279770446
2292,STA-BETR001_2292,STA-BETR001/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR001/l3_mean_monthly_europe_2018_2020_005dg.netcdf,14,20,0,0,0,0,1,1,0,0,30.097411444141688,30.22945205479452,16.88771186440678
2293,STA_PL0520A_2293,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0,143,0,0,0,0,1,1,0,0,42.10062915592287,18.325055299173552,24.0485832258616
2294,STA_PL0520A_2294,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1,143,0,0,0,0,1,1,0,0,22.690415201371994,20.14935464235128,26.121839271004188
2295,STA_PL0520A_2295,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,2,143,0,0,0,0,1,1,0,0,29.15288715907713,11.9253522148125,16.45732179953552
2296,STA_PL0520A_2296,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,3,143,0,0,0,0,1,1,0,0,45.10479334757493,15.508117292201089,18.18764999621884
2297,STA_PL0520A_2297,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,4,143,0,0,0,0,1,1,0,0,51.517402945176656,12.53441147044547,16.33235340033283
2298,STA_PL0520A_2298,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,5,143,0,0,0,0,1,1,0,0,66.26919949081855,9.862281407,10.99088897749636
2299,STA_PL0520A_2299,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,6,143,0,0,0,0,1,1,0,0,75.52197917916902,18.03750833443662,22.433393760486112
2300,STA_PL0520A_2300,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,7,143,0,0,0,0,1,1,0,0,63.55952284114912,10.9393577372865,11.514943531505375
2301,STA_PL0520A_2301,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,8,143,0,0,0,0,1,1,0,0,66.96060605482353,15.473131679709724,15.081953141652177
2302,STA_PL0520A_2302,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,9,143,0,0,0,0,1,1,0,0,53.72052500934426,10.841654006957707,10.22782018526954
2303,STA_PL0520A_2303,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,10,143,0,0,0,0,1,1,0,0,58.75849166001365,18.42498604804645,14.986100507446237
2304,STA_PL0520A_2304,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,11,143,0,0,0,0,1,1,0,0,47.53690305631876,12.040401094647889,12.475849356884565
2305,STA_PL0520A_2305,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,12,143,0,0,0,0,1,1,0,0,37.46209852925978,11.56028588167619,14.127363091526822
2306,STA_PL0520A_2306,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,13,143,0,0,0,0,1,1,0,0,24.14912843703863,13.261793764340975,15.780015919957386
2307,STA_PL0520A_2307,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,14,143,0,0,0,0,1,1,0,0,39.99739726865014,12.60918471448418,10.679331434160362
2308,STA_PL0520A_2308,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,15,143,0,0,0,0,1,1,0,0,47.01680237911845,10.70868018902204,9.33901775150138
2309,STA_PL0520A_2309,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,16,143,0,0,0,0,1,1,0,0,58.974318542236425,10.252971301321656,9.757466234234528
2310,STA_PL0520A_2310,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,17,143,0,0,0,0,1,1,0,0,59.55251277617176,16.250594304788937,16.543592539899425
2311,STA_PL0520A_2311,STA_PL0520A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCF_20200601T112207.npy,STA_PL0520A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,18,143,0,0,0,0,1,1,0,0,73.38571883364419,10.649669638826897,13.462278511257145
